Film_title,Release_year,Director,Cast,Average_rating,Owner_rating,Genres,Runtime,Countries,Original_language,Spoken_languages,Description,Studios,Watches,List_appearances,Likes,Fans,½,★,★½,★★,★★½,★★★,★★★½,★★★★,★★★★½,★★★★★,Total_ratings,Film_URL,List_URL
Longlegs,2024,Osgood Perkins,"['Maika Monroe', 'Nicolas Cage', 'Blair Underwood', 'Alicia Witt', 'Michelle Choi-Lee', 'Dakota Daulby', 'Lauren Acala', 'Kiernan Shipka', 'Maïla Hosie', 'Jason William Day', 'Lisa Chandler', 'Ava Kelders', 'Rryla McIntosh', 'Carmel Amit', 'Shafin Karim', 'Trey Helten', 'Daniel Bacon', 'Vanessa Walsh', 'Beatrix Perkins', 'Scott Nicholson', 'Peter Bryant', 'Charles Jarman', 'Hazel Bartlett-Sias', 'Marlea Cleveland', 'Melissa Shim', 'Malcolm Masters', 'Erin Boyes', 'Lumen Beltran', 'Anita Wittenberg', 'Michelle Cyr']",3.38,nan,"['Horror', 'Thriller', 'Crime']",101,"['Canada', 'USA']",English,['English'],"FBI Agent Lee Harker is a gifted new recruit assigned to the unsolved case of an elusive serial killer. As the case takes complex turns, unearthing evidence of the occult, Harker discovers a personal connection to the merciless killer and must race against time to stop him before he claims the lives of another innocent family.","['C2 Motion Picture Group', 'Saturn Films', 'Oddfellows Entertainment', 'Traffic.', 'Range Media Partners']",1273478,227779,348704,4500,7417,18132,17573,70739,86140,226412,235913,286949,90854,80611,1120740,https://letterboxd.com/film/longlegs/,https://letterboxd.com/films/ajax/popular/this/year/
It Ends With Us,2024,Justin Baldoni,"['Blake Lively', 'Justin Baldoni', 'Jenny Slate', 'Brandon Sklenar', 'Hasan Minhaj', 'Kevin McKidd', 'Amy Morton', 'Alex Neustaedter', 'Isabela Ferrer', 'Robert Clohessy', 'Robin S. Walker', 'Emily Baldoni', 'Adam Mondschein', 'Caroline Siegrist', 'Robyn Lively', 'Megan Robinson', 'Steve Monroe', 'Daphne Zelle', 'Will Fitz']",2.49,nan,"['Drama', 'Romance']",131,['USA'],English,['English'],"When a woman's first love suddenly reenters her life, her relationship with a charming, but abusive neurosurgeon is upended, and she realizes she must learn to rely on her own strength to make an impossible choice for her future.","['Columbia Pictures', 'Wayfarer Studios', 'Saks Picture Company']",493603,49298,66582,506,22093,31315,25655,63458,58406,96375,51098,49528,10892,21028,429848,https://letterboxd.com/film/it-ends-with-us/,https://letterboxd.com/films/ajax/popular/this/year/
Good Will Hunting,1997,Gus Van Sant,"['Matt Damon', 'Robin Williams', 'Ben Affleck', 'Stellan Skarsgård', 'Minnie Driver', 'Casey Affleck', 'Cole Hauser', 'Vik Sahay', 'John Mighton', 'Rachel Majorowski', 'Colleen McCauley', 'Matt Mercier', 'Ralph St. George', 'Rob Lynds', 'Dan Washington', 'Alison Folland', 'Derrick Bridgeman', 'Shannon Egleson', 'Rob Lyons', 'Steven Kozlowski', 'Jennifer Deathe', 'Scott William Winters', 'Philip Williams', ""Patrick O'Donnell"", 'Kevin Rushton', 'Jimmy Flynn', 'Joe Cannon', 'Ann Matacunas', 'George Plimpton', 'Francesco Clemente', 'Jessica Morton', 'Barna Moricz', 'Libby Geller', 'Chas Lawther', 'Richard Fitzpatrick', 'Frank Nakashima', 'Chris Britton', 'David Eisner', 'Bruce Hunter', 'Robert Talvano', 'James Allodi', 'Michael Arthur', 'Christian Harmony', 'Riva Di Paola', 'Harmony Korine', 'Thomas Lundy', 'Paul McGillicuddy', 'Daniel Olsen', ""Stephen L'Heureux""]",4.33,nan,['Drama'],127,['USA'],English,['English'],"When professors discover that an aimless janitor is also a math genius, a therapist helps the young man confront the demons that are holding him back.","['Lawrence Bender Productions', 'Be Gentlemen Limited Partnership', 'A Band Apart', 'The Weinstein Company']",2427695,306992,925269,94000,1117,2980,2369,12895,14907,95758,134662,452251,289709,608671,1615319,https://letterboxd.com/film/good-will-hunting/,https://letterboxd.com/films/ajax/popular/this/year/
Harry Potter and the Prisoner of Azkaban,2004,Alfonso Cuarón,"['Daniel Radcliffe', 'Rupert Grint', 'Emma Watson', 'Robbie Coltrane', 'Michael Gambon', 'Gary Oldman', 'David Thewlis', 'Timothy Spall', 'Alan Rickman', 'Tom Felton', 'Emma Thompson', 'Julie Walters', 'Richard Griffiths', 'Fiona Shaw', 'Maggie Smith', 'David Bradley', 'Pam Ferris', 'Dawn French', 'Julie Christie', 'Robert Hardy', 'Mark Williams', 'Harry Melling', 'Adrian Rawlins', 'Geraldine Somerville', 'Lee Ingleby', 'Lenny Henry', 'Jimmy Gardner', 'Jim Tavaré', 'Abby Ford', 'Oliver Phelps', 'James Phelps', 'Chris Rankin', 'Bonnie Wright', 'Devon Murray', 'Warwick Davis', 'Matthew Lewis', 'Sitara Shah', 'Jennifer Smith', 'Bronson Webb', 'Josh Herdman', 'Genevieve Gaunt', 'Kandice Morris', 'Alfred Enoch', 'Annalisa Bugliani', 'Tess Bu Cuarón', 'Violet Columbus', 'Paul Whitehouse', 'Ekow Quartey', 'Ricky Sahota', 'Jamie Waylett', 'Sharon Sandhu', 'Danielle Tabor', 'Freddie Davies', 'Peter Best', 'Ian Brown', 'Marianne Chase', 'Tom Ackerley']",4.11,nan,"['Fantasy', 'Adventure']",141,"['UK', 'USA']",English,['English'],"Year three at Hogwarts means new fun and challenges as Harry learns the delicate art of approaching a Hippogriff, transforming shape-shifting Boggarts into hilarity and even turning back time. But the term also brings danger: soul-sucking Dementors hover over the school, an ally of the accursed He-Who-Cannot-Be-Named lurks within the castle walls, and fearsome wizard Sirius Black escapes Azkaban. And Harry will confront them all.","['Warner Bros. Pictures', '1492 Pictures', 'Heyday Films', 'P of A Productions Limited']",3217301,272405,994824,39000,2915,6725,3323,24538,26041,178683,194245,534899,221838,542041,1735248,https://letterboxd.com/film/harry-potter-and-the-prisoner-of-azkaban/,https://letterboxd.com/films/ajax/popular/this/year/
The Lord of the Rings: The Fellowship of the Ring,2001,Peter Jackson,"['Elijah Wood', 'Ian McKellen', 'Viggo Mortensen', 'Sean Astin', 'Ian Holm', 'Liv Tyler', 'Christopher Lee', 'Sean Bean', 'Billy Boyd', 'Dominic Monaghan', 'John Rhys-Davies', 'Orlando Bloom', 'Cate Blanchett', 'Hugo Weaving', 'Andy Serkis', 'Marton Csokas', 'Craig Parker', 'Lawrence Makoare', 'Brent McIntyre', 'Sala Baker', 'Peter McKenzie', 'Mark Ferguson', 'Harry Sinclair', 'Noel Appleby', 'Megan Edwards', 'Sarah McLeod', 'David Weatherley', 'Ian Mune', 'Michael Elsworth', 'Cameron Rhodes', 'Martyn Sanderson', 'Billy Jackson', 'Katie Jackson', 'Alan Howard', 'Victoria Beynon-Cole', 'Lee Hartley', 'Sam La Hood', 'Chris Streeter', 'Phil Grieve', 'Jonathan Jordan', 'Semi Kuresa', 'Clinton Ulyatt', 'Paul Bryson', 'Lance Fabian Kemp', 'Jono Manks', 'Ben Price', 'Peter Jackson', 'Chris Ryan', 'Bret McKenzie', 'Betty Adams', 'Timothy Bartlett', 'Bob Blackwell', 'David Houma', 'Jo Surgison', 'Liz Merton', 'Zo Hartley', 'Norman Cates', 'Jeff Kingsford-Brown', 'Marta Martí', 'Riley Brophy', 'Phoebe Gittins', 'Taea Hartwell', 'Shane Rangi', 'Jed Brophy', 'Paul Shapcott', 'Alan Lee', 'Larry Rew', 'Gino Acevedo', 'Xander Forterie', 'Richard Maybery', 'Sabine Crossen', 'Gareth Jensen', 'Ben Britton', 'Kester Fordham', 'Jarl Benzon', 'Sam Kelly', 'Matt Appleton', 'Blair Morton', 'Ray Henwood', 'Ralph Johnson', 'Jonathan Harding', 'Jørn Benzon', 'Ben Fransham', 'Tim Kano', 'Sacha Lee', 'Thomas Robins', 'Randall William Cook', 'Rachel Clentworth', 'Lani Jackson', 'Sharon Maxwell', 'David J. Muzzerall', 'Winham Hammond', 'Mana Hira Davis', 'Warren Green', 'Stu Johnson', 'Peter Lyon', 'Peter Daube', 'Samuel E. Shore', 'Rodney Bane', 'Siaosi Fonua', 'Ken Stratton', 'Lynden Berrymen', 'Ryan Carey', 'Tack Daniel', 'Shane Dawson', 'Branko Dordevich', 'Greg Lane', 'Tim McLachlan', 'Dean Morganty', 'Greg Morrison', 'Andrew Munro', 'Grant Roa', 'Vincent Roxburgh', 'Mike Stearne', 'Andrew Stehlin', 'Tim Wong', 'Daniel Andrews']",4.37,nan,"['Fantasy', 'Adventure', 'Action']",179,"['New Zealand', 'USA']",English,['English'],"Young hobbit Frodo Baggins, after inheriting a mysterious ring from his uncle Bilbo, must leave his home in order to keep it from falling into the hands of its evil creator. Along the way, a fellowship is formed to protect the ringbearer and make sure that the ring arrives at its final destination: Mt. Doom, the only place where it can be destroyed.","['New Line Cinema', 'WingNut Films', 'The Saul Zaentz Company']",2924374,322721,1049573,58000,3439,9591,3292,23674,17249,114044,113817,427250,274116,786041,1772513,https://letterboxd.com/film/the-lord-of-the-rings-the-fellowship-of-the-ring/,https://letterboxd.com/films/ajax/popular/this/year/
Gladiator,2000,Ridley Scott,"['Russell Crowe', 'Joaquin Phoenix', 'Connie Nielsen', 'Oliver Reed', 'Richard Harris', 'Derek Jacobi', 'Djimon Hounsou', 'David Schofield', 'John Shrapnel', 'Tomas Arana', 'Ralf Moeller', 'Spencer Treat Clark', 'David Hemmings', 'Tommy Flanagan', 'Sven-Ole Thorsen', 'Omid Djalili', 'Nicholas McGaughey', 'Chris Kell', 'Tony Curran', 'Mark Lewis', 'John Quinn', 'Alun Raglan', 'David Bailie', 'Chick Allan', 'David J. Nicholls', 'Al Hunter Ashton', 'Billy Dowd', 'Ray Calleja', 'Giannina Facio', 'Giorgio Cantarini', 'Malcolm Ellul', 'Ray Mangion', 'João Costa Menezes', 'Mike Mitchell', 'Antone Pagán', 'Norman Campbell Rees', 'Neil Roche', 'Paul Sacks', 'Steve Saunders', 'Brian Smyj', 'Richard Stride', 'Tony Tomlinson', 'Paul Woodadge', 'Michael Yale']",4.13,nan,"['Action', 'Adventure', 'Drama']",155,"['UK', 'USA']",English,['English'],"After the death of Emperor Marcus Aurelius, his devious son takes power and demotes Maximus, one of Rome's most capable generals who Marcus preferred. Eventually, Maximus is forced to become a gladiator and battle to the death against other men for the amusement of paying audiences.","['Universal Pictures', 'Scott Free Productions', 'Red Wagon Entertainment', 'Mill Film', 'DreamWorks Pictures']",1900821,226568,554210,27000,1386,3843,3190,18551,23137,110621,156193,415537,232591,304452,1269501,https://letterboxd.com/film/gladiator-2000/,https://letterboxd.com/films/ajax/popular/this/year/
Alien: Romulus,2024,Fede Álvarez,"['Cailee Spaeny', 'David Jonsson', 'Archie Renaux', 'Isabela Merced', 'Spike Fearn', 'Aileen Wu', 'Rosie Ede', 'Soma Simon', 'Bence Okeke', 'Viktor Orizu', 'Robert Bobroczkyi', 'Trevor Newlin', 'Annemarie Griggs', 'Daniel Betts']",3.61,nan,"['Science Fiction', 'Horror']",119,['USA'],English,['English'],"While scavenging the deep ends of a derelict space station, a group of young space colonizers come face to face with the most terrifying life form in the universe.","['20th Century Studios', 'Scott Free Productions', 'Brandywine Productions']",907180,201439,309122,2700,2048,5188,5975,24632,38985,127346,185571,266461,80905,65794,802905,https://letterboxd.com/film/alien-romulus/,https://letterboxd.com/films/ajax/popular/this/year/
My Old Ass,2024,Megan Park,"['Maisy Stella', 'Aubrey Plaza', 'Percy Hynes White', 'Maddie Ziegler', 'Kerrice Brooks', 'Maria Dizzia', 'Alain Goulem', 'Seth Isaac Johnson', 'Carter Trozzolo', 'Alexandria Rivera']",3.54,nan,"['Comedy', 'Drama']",89,['USA'],English,['English'],"An 18th birthday mushroom trip brings free-spirited Elliott face-to-face with her wisecracking 39-year-old self. But when Elliott’s ""old ass"" starts handing out warnings about what her younger self should and shouldn't do, Elliott realizes she has to rethink everything about family, love, and what's becoming a transformative summer.","['Indian Paintbrush', 'LuckyChap Entertainment']",232227,53786,74458,1400,1009,1929,1804,6923,10450,33941,44283,58313,18596,23595,200843,https://letterboxd.com/film/my-old-ass/,https://letterboxd.com/films/ajax/popular/this/year/
The Lighthouse,2019,Robert Eggers,"['Robert Pattinson', 'Willem Dafoe', 'Valeriia Karaman', 'Logan Hawkes', 'Kyla Nicolle', 'Shaun Clarke', 'Pierre Richard', 'Preston Hudson', 'Jeff Cruts']",4.03,nan,"['Horror', 'Drama', 'Thriller', 'Fantasy']",109,"['Brazil', 'USA']",English,['English'],Two lighthouse keepers try to maintain their sanity while living on a remote and mysterious New England island in the 1890s.,"['RT Features', 'New Regency Pictures', 'Parts & Labor', 'Maiden Voyage Pictures']",1492185,331911,553871,27000,4548,11383,6183,31664,28375,113030,134916,339630,186709,257449,1113887,https://letterboxd.com/film/the-lighthouse-2019/,https://letterboxd.com/films/ajax/popular/this/year/
Lady Bird,2017,Greta Gerwig,"['Saoirse Ronan', 'Laurie Metcalf', 'Tracy Letts', 'Lucas Hedges', 'Timothée Chalamet', 'Beanie Feldstein', 'Lois Smith', 'Stephen McKinley Henderson', 'Odeya Rush', 'Jordan Rodrigues', 'Marielle Scott', 'John Karna', 'Jake McDorman', 'Bayne Gibby', 'Laura Marano', 'Marietta DePrima', 'Daniel Zovatto', 'Kristen Cloke', 'Andy Buckley', 'Paul Keller', 'Kathryn Newton', 'Myra Turley', 'Bob Stephenson', 'Abhimanyu Katyal', 'Chris Witaske', 'Ben Konigsberg', 'Gurpreet Gill', 'Richard Jin Namkung', ""Joan Patricia O'Neil"", 'Robert Figueroa', 'Carla Valentine', 'Roman Arabia', 'Monique Edwards', 'Matthew Maher', 'Anita Kalathara', 'Debra Miller', 'Georgia Leva', 'Derek Butler', 'London Thor', ""Shaelan O'Connor"", 'Christina Offley', 'Sabrina Schloss', 'Connor Mickiewicz', 'Erik Daniells', 'Cynthia Cales', 'Giselle Grams', 'Ithamar Enriquez', 'Luisa Lee', 'Danielle Macdonald', 'Adam Brock', 'Bonnie Jean Shelton', 'Rebecca Light', 'Janet Song']",3.85,nan,"['Comedy', 'Drama']",94,['USA'],English,['English'],"Lady Bird McPherson, a strong willed, deeply opinionated, artistic 17 year old comes of age in Sacramento. Her relationship with her mother and her upbringing are questioned and tested as she plans to head off to college.","['IAC Films', 'Scott Rudin Productions', 'Entertainment 360']",3126719,424963,1250737,73000,7158,20786,11976,78626,63536,333140,283474,667332,228717,500427,2195172,https://letterboxd.com/film/lady-bird/,https://letterboxd.com/films/ajax/popular/this/year/
The Truman Show,1998,Peter Weir,"['Jim Carrey', 'Laura Linney', 'Noah Emmerich', 'Natascha McElhone', 'Holland Taylor', 'Ed Harris', 'Paul Giamatti', 'Brian Delate', 'Peter Krause', 'Blair Slater', 'Heidi Schanz', 'Una Damon', 'Krista Lynn Landolfi', 'O-Lan Jones', 'Ron Taylor', 'Don Taylor', 'Ted Raymond', 'Harry Shearer', 'Jeanette Miller', 'Philip Glass', 'Joe Minjares', 'Philip Baker Hall', 'John Pleshette', 'Terry Camilleri', 'Joel McKinnon Miller', 'Judy Clayton', 'Fritz Dominique', 'Angel Schmiedt', 'Nastassja Schmiedt', 'Muriel Moore', 'Mal Jones', 'Judson Vaughn', 'Earl Hilliard Jr.', 'David Andrew Nash', 'Jim Towers', 'Savannah Swafford', 'Antoni Corone', 'Mario Ernesto Sánchez', 'John Roselius', 'Kade Coates', 'Marcia DeBonis', 'Sam Kitchin', 'Sebastian Youngblood', 'Dave Corey', 'Mark Alan Gillott', 'Jay Saiter', 'Tony Todd', 'Marco Rubeo', 'Daryl Davis', 'Robert Davis', 'R.J. Murdock', 'Matthew McDonough', 'Larry McDowell', 'Joseph Lucus', 'Logan Kirksey', 'Adam Tomei', 'John Pramik', 'Al Foster', 'Zoaunne LeRoy', 'Millie Slavin', 'Dona Hardy', 'Tom Simmons', 'Susan Angelo', 'Carly Smiga', 'Yuji Okumoto', 'Kiyoko Yamaguchi', 'Saemi Nakamura', 'Sergio Kato', 'Jake Eberle', 'Marc Macaulay', 'Melissa Fitzgerald', 'Erik Rodenhiser']",4.22,nan,"['Comedy', 'Drama']",103,['USA'],English,"['English', 'Spanish']","Every second of every day, from the moment he was born, for the last thirty years, Truman Burbank has been the unwitting star of the longest running, most popular documentary-soap opera in history. The picture-perfect town of Seahaven that he calls home is actually a gigantic soundstage. Truman's friends and family - everyone he meets, in fact - are actors. He lives every moment under the unblinking gaze of thousands of hidden TV cameras.","['Paramount Pictures', 'Scott Rudin Productions']",3968453,330995,1610937,63000,1492,5242,2712,24651,23575,207657,244103,859038,418100,829927,2616497,https://letterboxd.com/film/the-truman-show/,https://letterboxd.com/films/ajax/popular/this/year/
The Perks of Being a Wallflower,2012,Stephen Chbosky,"['Logan Lerman', 'Emma Watson', 'Ezra Miller', 'Mae Whitman', 'Kate Walsh', 'Dylan McDermott', 'Melanie Lynskey', 'Nina Dobrev', 'Johnny Simmons', 'Joan Cusack', 'Paul Rudd', 'Nicholas Braun', 'Reece Thompson', 'Patrick de Ledebur', 'Brian Balzerini', 'Tom Kruszewski', 'Julia Garner', 'Tom Savini', 'Emily Marie Callaway', 'Chelsea Zhang', 'Jesse Scheirer', 'Justine Nicole Schaefer', 'Julie Marie Schaefer', 'Leo Miles Farmerie', 'Isabel Muschweck', 'Adam Hagenbuch', 'Erin Wilhelmi', 'Jordan Paley', 'Zane Holtz', 'Timothy Breslin', 'Mark McClain Wilson', 'Atticus Cain', 'Stacy Chbosky', 'Dihlon McManne', 'Laurie Klatscher', 'Landon Pigg', 'Jennifer Enskat', 'William L. Thomas', 'Morgan Wolk', 'Joe Fishel']",3.95,nan,['Drama'],103,['USA'],English,['English'],"Pittsburgh, Pennsylvania, 1991. High school freshman Charlie is a wallflower, always watching life from the sidelines, until two senior students, Sam and her stepbrother Patrick, become his mentors, helping him discover the joys of friendship, music and love.",['Mr. Mudd'],2674289,303698,1048080,106000,4350,11564,7963,44932,43400,213278,205889,469454,184029,540191,1725050,https://letterboxd.com/film/the-perks-of-being-a-wallflower/,https://letterboxd.com/films/ajax/popular/this/year/
The Witch,2015,Robert Eggers,"['Anya Taylor-Joy', 'Ralph Ineson', 'Kate Dickie', 'Harvey Scrimshaw', 'Ellie Grainger', 'Lucas Dawson', 'Julian Richings', 'Bathsheba Garnett', 'Sarah Stephens', 'Daniel Malik', 'Axtun Henry Dube', 'Athan Conrad Dube', 'Vivien Moore', 'Karen Kaeja', 'Brandy Leary', 'R. Hope Terry', 'Carrie Eklund', 'Madlen Sopadzhiyan', 'Paul Kenworthy', 'Mark Millmna', 'Andy Volpe', 'Phillip Wynne', 'Annawon Weeden', ""Michael O'Hare"", 'Chris Messier', 'Ron Young', 'Nora Messier', 'Bill Rudder', 'Grace Duffy', 'Sophie Bermudez', 'Corrine Manning', 'Heather Huntington Stewart', 'Jeff Smith']",3.83,nan,"['Drama', 'Mystery', 'Horror']",92,"['Brazil', 'Canada', 'UK', 'USA']",English,['English'],"In 1630, a farmer relocates his family to a remote plot of land on the edge of a forest where strange, unsettling things happen. With suspicion and paranoia mounting, each family member's faith, loyalty and love are tested in shocking ways.","['Very Special Projects', 'Parts & Labor', 'RT Features', 'Rooks Nest Entertainment', 'Maiden Voyage Pictures', 'Pulse Films', 'Scythia Films', 'Code Red Productions', 'Mott Street Pictures']",1478612,303479,491581,18000,4551,11949,7299,35327,34671,134821,165922,341111,141115,190003,1066769,https://letterboxd.com/film/the-witch-2015/,https://letterboxd.com/films/ajax/popular/this/year/
Saltburn,2023,Emerald Fennell,"['Barry Keoghan', 'Jacob Elordi', 'Rosamund Pike', 'Richard E. Grant', 'Alison Oliver', 'Archie Madekwe', 'Carey Mulligan', 'Paul Rhys', 'Ewan Mitchell', 'Sadie Soverall', 'Richard Cotterell', 'Millie Kent', 'Will Gibson', 'Tasha Lim', 'Aleah Aberdeen', 'Matthew Carver', 'Reece Shearsmith', 'Gabriel Bisset-Smith', 'Saga Spjuth-Säll', 'Glyn Grimstead', 'Joshua Samuels', 'Julian Lloyd Patten', 'Olivia Hanrahan-Barnes', 'Lolly Adefope', 'Joshua McGuire', 'Dorothy Atkinson', 'Shaun Dooley', 'Tomás Barry', 'Andy Brady', 'Pierre Bergman', 'Matt Carver']",3.4,nan,"['Comedy', 'Drama', 'Thriller']",131,"['UK', 'USA']",English,['English'],"Struggling to find his place at Oxford University, student Oliver Quick finds himself drawn into the world of the charming and aristocratic Felix Catton, who invites him to Saltburn, his eccentric family's sprawling estate, for a summer never to be forgotten.","['LuckyChap Entertainment', 'MRC', 'Lie Still']",2636865,251998,756425,13000,18655,42494,33608,138461,144065,432195,383420,569542,167628,254715,2184783,https://letterboxd.com/film/saltburn/,https://letterboxd.com/films/ajax/popular/this/year/
I Saw the TV Glow,2024,Jane Schoenbrun,"['Justice Smith', 'Brigette Lundy-Paine', 'Ian Foreman', 'Helena Howard', 'Lindsey Jordan', 'Danielle Deadwyler', 'Fred Durst', ""Conner O'Malley"", 'Emma Portner', 'Madaline Riley', 'Amber Benson', 'Albert Birney', 'Michael C. Maronna', 'Danny Tamberelli', 'Timothy Allan', 'Tyler Dean Flores', 'Elizabeth Scopel', 'Marlyn Bandiero', 'Haley Dahl', 'Raina Block', 'Bailey Wollowitz', 'Lily Rothman', 'Phoebe Bridgers', 'Kris Esfandiari', 'Wilson Flores', 'Thommy Northcut', 'Julie Lodhy', 'Michael Twaine', 'Evangeline Johns', 'Elaine Apruzzese', 'Cynthia Clancy', 'Will Fitz', 'Ben Heineman', 'Julissa Piatt', 'Michelle Santiago', 'Kenneth Kyle Martinez']",3.52,nan,"['Drama', 'Horror']",100,['USA'],English,['English'],"Teenager Owen is just trying to make it through life in the suburbs when his classmate Maddy introduces him to a mysterious late-night TV show — a vision of a supernatural world beneath their own. In the pale glow of the television, Owen’s view of reality begins to crack.","['A24', 'Fruit Tree', 'Smudge Films', 'Hypnic Jerk', 'Access Entertainment']",561462,176663,201731,16000,6224,11350,9560,29147,30231,66104,69739,110538,58430,84378,475701,https://letterboxd.com/film/i-saw-the-tv-glow/,https://letterboxd.com/films/ajax/popular/this/year/
